"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","REPORT_TYPE","SOURCE","DailyPrecipitation"
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T09:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T10:20:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T10:52:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T10:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T11:32:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T11:49:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T11:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T12:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T12:43:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T12:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T13:15:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T13:37:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T13:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T14:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T15:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T15:36:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T15:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T16:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T17:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T18:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T18:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T19:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T20:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T21:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T21:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T22:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-02T23:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T00:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T00:00:00","SOD",,"0.00"
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T00:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T01:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T02:27:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T02:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T03:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T03:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T04:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T05:17:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T05:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T06:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T06:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T07:00:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T07:52:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T07:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T08:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T09:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T09:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T10:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T11:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T12:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T12:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T13:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T14:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T15:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T15:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T16:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T17:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T18:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T18:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T19:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T20:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T21:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T21:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T22:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-03T23:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T00:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T00:00:00","SOD",,"0.00"
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T00:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T01:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T02:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T03:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T03:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T04:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T05:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T06:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T06:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T07:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T08:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T09:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T09:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T10:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T11:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T12:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T12:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T13:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T14:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T15:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T15:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T16:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T17:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T18:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T18:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T19:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T20:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T21:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T21:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T22:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-04T23:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T00:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T00:00:00","SOD",,"T"
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T00:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T01:43:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T01:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T02:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T03:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T03:44:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T03:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T04:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T05:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T06:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T06:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T07:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T08:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T09:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T09:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T10:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T11:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T12:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T12:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T13:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T14:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T15:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T15:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T16:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T17:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T18:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T18:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T19:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T20:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T21:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T21:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T22:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-05T23:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T00:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T00:00:00","SOD",,"0.00"
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T00:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T01:35:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T01:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T02:51:00","FM-16","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T02:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T03:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T03:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T04:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T05:54:00","FM-15","343",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T06:00:00","FM-12","223",
"USW00014933","DES MOINES INTERNATIONAL AIRPORT, IA US","41.5338","-93.653","291.7","2025-01-06T06:54:00","FM-15","343",
